Local time,Open,High,Low,Close,Volume
01.04.2025 00:41:57.000 GMT+1100,30.628,30.628,30.628,30.628,0.0009
01.04.2025 00:41:58.000 GMT+1100,30.637,30.638,30.627,30.638,0.35999999999999993
01.04.2025 00:41:59.000 GMT+1100,30.628,30.628,30.628,30.628,0.12
01.04.2025 00:42:01.000 GMT+1100,30.647,30.647,30.637,30.637,0.48090000000000005
01.04.2025 00:42:03.000 GMT+1100,30.647,30.647,30.638,30.638,0.24
01.04.2025 00:42:04.000 GMT+1100,30.637,30.657,30.637,30.657,0.24
01.04.2025 00:42:05.000 GMT+1100,30.647,30.677,30.647,30.658,0.48
01.04.2025 00:42:06.000 GMT+1100,30.668,30.668,30.668,30.668,0.24
01.04.2025 00:42:07.000 GMT+1100,30.667,30.678,30.667,30.678,0.45
01.04.2025 00:42:10.000 GMT+1100,30.677,30.688,30.677,30.688,0.24
01.04.2025 00:42:11.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:12.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:13.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:16.000 GMT+1100,30.687,30.687,30.687,30.687,0.12
01.04.2025 00:42:28.000 GMT+1100,30.697,30.697,30.687,30.697,0.35999999999999993
01.04.2025 00:42:30.000 GMT+1100,30.707,30.707,30.707,30.707,0.24
01.04.2025 00:42:31.000 GMT+1100,30.708,30.708,30.707,30.707,0.21
01.04.2025 00:42:38.000 GMT+1100,30.697,30.697,30.697,30.697,0.12
01.04.2025 00:42:41.000 GMT+1100,30.687,30.688,30.687,30.688,0.35999999999999993
01.04.2025 00:42:42.000 GMT+1100,30.687,30.687,30.687,30.687,0.12
01.04.2025 00:42:44.000 GMT+1100,30.697,30.698,30.687,30.687,0.4499999999999999
01.04.2025 00:42:45.000 GMT+1100,30.677,30.677,30.667,30.667,0.35999999999999993
01.04.2025 00:42:47.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:48.000 GMT+1100,30.678,30.678,30.677,30.677,0.24
01.04.2025 00:42:49.000 GMT+1100,30.688,30.688,30.687,30.687,0.24
01.04.2025 00:42:50.000 GMT+1100,30.678,30.678,30.677,30.677,0.48
01.04.2025 00:42:51.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:52.000 GMT+1100,30.677,30.677,30.677,30.677,0.48
01.04.2025 00:42:53.000 GMT+1100,30.667,30.667,30.667,30.667,0.12
01.04.2025 00:42:54.000 GMT+1100,30.677,30.677,30.677,30.677,0.12
01.04.2025 00:42:55.000 GMT+1100,30.667,30.667,30.667,30.667,0.24
01.04.2025 00:42:58.000 GMT+1100,30.657,30.668,30.657,30.668,0.35999999999999993
01.04.2025 00:43:00.000 GMT+1100,30.657,30.657,30.657,30.657,0.12
01.04.2025 00:43:04.000 GMT+1100,30.667,30.667,30.648,30.648,0.33
01.04.2025 00:43:09.000 GMT+1100,30.657,30.657,30.647,30.647,0.2409
01.04.2025 00:43:15.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:43:17.000 GMT+1100,30.647,30.648,30.638,30.638,0.33
01.04.2025 00:43:18.000 GMT+1100,30.638,30.638,30.638,30.638,0.12
01.04.2025 00:43:19.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:43:20.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:43:21.000 GMT+1100,30.648,30.648,30.628,30.628,0.33
01.04.2025 00:43:22.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:43:23.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:43:27.000 GMT+1100,30.648,30.648,30.648,30.648,0.12
01.04.2025 00:43:28.000 GMT+1100,30.638,30.638,30.637,30.637,0.35999999999999993
01.04.2025 00:43:31.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:43:35.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:43:36.000 GMT+1100,30.627,30.627,30.627,30.627,0.24
01.04.2025 00:43:37.000 GMT+1100,30.627,30.627,30.617,30.627,0.45
01.04.2025 00:43:38.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:43:39.000 GMT+1100,30.618,30.618,30.618,30.618,0.24
01.04.2025 00:43:42.000 GMT+1100,30.608,30.608,30.607,30.607,0.24
01.04.2025 00:43:43.000 GMT+1100,30.607,30.618,30.607,30.617,0.2409
01.04.2025 00:43:46.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:43:50.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:43:51.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:43:55.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:43:57.000 GMT+1100,30.607,30.607,30.607,30.607,0.24
01.04.2025 00:43:58.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:43:59.000 GMT+1100,30.608,30.608,30.597,30.597,0.21
01.04.2025 00:44:00.000 GMT+1100,30.587,30.587,30.587,30.587,0.24
01.04.2025 00:44:01.000 GMT+1100,30.587,30.587,30.577,30.577,0.21
01.04.2025 00:44:02.000 GMT+1100,30.567,30.567,30.557,30.557,0.24
01.04.2025 00:44:11.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:44:12.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:44:13.000 GMT+1100,30.577,30.597,30.577,30.597,0.24269999999999997
01.04.2025 00:44:14.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:44:21.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:44:23.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:44:25.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:44:26.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:44:28.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:44:29.000 GMT+1100,30.608,30.608,30.607,30.607,0.24
01.04.2025 00:44:30.000 GMT+1100,30.627,30.628,30.627,30.628,0.12089999999999998
01.04.2025 00:44:35.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:44:37.000 GMT+1100,30.618,30.637,30.618,30.637,0.2409
01.04.2025 00:44:44.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:44:51.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:44:52.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:44:58.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:45:00.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:45:07.000 GMT+1100,30.628,30.628,30.628,30.628,0.12
01.04.2025 00:45:10.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:45:13.000 GMT+1100,30.627,30.627,30.627,30.627,0.24
01.04.2025 00:45:14.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:45:16.000 GMT+1100,30.647,30.647,30.637,30.637,0.24
01.04.2025 00:45:31.000 GMT+1100,30.647,30.647,30.647,30.647,0.12
01.04.2025 00:45:33.000 GMT+1100,30.638,30.638,30.638,30.638,0.12
01.04.2025 00:45:35.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:45:36.000 GMT+1100,30.627,30.627,30.617,30.617,0.24
01.04.2025 00:45:37.000 GMT+1100,30.628,30.628,30.628,30.628,0.12
01.04.2025 00:45:40.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:45:45.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:45:47.000 GMT+1100,30.617,30.617,30.617,30.617,0.24
01.04.2025 00:45:48.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:45:49.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:45:54.000 GMT+1100,30.607,30.607,30.607,30.607,0.0009
01.04.2025 00:45:55.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:45:57.000 GMT+1100,30.598,30.598,30.598,30.598,0.12
01.04.2025 00:45:59.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:46:00.000 GMT+1100,30.598,30.598,30.598,30.598,0.12
01.04.2025 00:46:01.000 GMT+1100,30.608,30.608,30.608,30.608,0.12
01.04.2025 00:46:03.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:46:04.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:46:06.000 GMT+1100,30.598,30.598,30.597,30.597,0.24
01.04.2025 00:46:07.000 GMT+1100,30.598,30.598,30.598,30.598,0.24
01.04.2025 00:46:09.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:46:14.000 GMT+1100,30.607,30.607,30.607,30.607,0.0009
01.04.2025 00:46:20.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:46:22.000 GMT+1100,30.607,30.608,30.607,30.607,0.33
01.04.2025 00:46:23.000 GMT+1100,30.607,30.607,30.597,30.597,0.21
01.04.2025 00:46:26.000 GMT+1100,30.597,30.598,30.597,30.598,0.18
01.04.2025 00:46:27.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:46:28.000 GMT+1100,30.587,30.587,30.587,30.587,0.24
01.04.2025 00:46:30.000 GMT+1100,30.588,30.588,30.588,30.588,0.12
01.04.2025 00:46:31.000 GMT+1100,30.588,30.588,30.588,30.588,0.09
01.04.2025 00:46:32.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:46:33.000 GMT+1100,30.577,30.577,30.567,30.567,0.21
01.04.2025 00:46:34.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:46:40.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:46:42.000 GMT+1100,30.597,30.597,30.597,30.597,0.0009
01.04.2025 00:46:43.000 GMT+1100,30.597,30.607,30.597,30.597,0.2409
01.04.2025 00:46:44.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:46:47.000 GMT+1100,30.607,30.607,30.607,30.607,0.12
01.04.2025 00:46:48.000 GMT+1100,30.598,30.598,30.587,30.587,0.24
01.04.2025 00:46:50.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:46:51.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:46:52.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:47:06.000 GMT+1100,30.588,30.588,30.588,30.588,0.09
01.04.2025 00:47:07.000 GMT+1100,30.577,30.577,30.577,30.577,0.24
01.04.2025 00:47:08.000 GMT+1100,30.577,30.577,30.577,30.577,0.18
01.04.2025 00:47:17.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:47:19.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:47:20.000 GMT+1100,30.568,30.568,30.568,30.568,0.12
01.04.2025 00:47:22.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:47:23.000 GMT+1100,30.567,30.567,30.567,30.567,0.24
01.04.2025 00:47:35.000 GMT+1100,30.578,30.578,30.577,30.577,0.12089999999999998
01.04.2025 00:47:36.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:47:37.000 GMT+1100,30.577,30.577,30.567,30.567,0.21
01.04.2025 00:47:38.000 GMT+1100,30.568,30.568,30.568,30.568,0.12
01.04.2025 00:47:39.000 GMT+1100,30.587,30.587,30.587,30.587,0.12089999999999998
01.04.2025 00:47:42.000 GMT+1100,30.597,30.597,30.597,30.597,0.12089999999999998
01.04.2025 00:47:46.000 GMT+1100,30.587,30.588,30.587,30.588,0.24
01.04.2025 00:47:48.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:47:49.000 GMT+1100,30.587,30.598,30.587,30.598,0.24
01.04.2025 00:47:51.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:47:52.000 GMT+1100,30.618,30.618,30.618,30.618,0.12089999999999998
01.04.2025 00:47:55.000 GMT+1100,30.617,30.617,30.607,30.607,0.33
01.04.2025 00:48:03.000 GMT+1100,30.607,30.607,30.597,30.597,0.33
01.04.2025 00:48:06.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:48:07.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:48:08.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:48:10.000 GMT+1100,30.588,30.588,30.588,30.588,0.12
01.04.2025 00:48:11.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:48:27.000 GMT+1100,30.607,30.607,30.597,30.597,0.2409
01.04.2025 00:48:28.000 GMT+1100,30.607,30.617,30.607,30.617,0.3609
01.04.2025 00:48:29.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:48:31.000 GMT+1100,30.617,30.617,30.607,30.617,0.35999999999999993
01.04.2025 00:48:37.000 GMT+1100,30.638,30.647,30.637,30.637,0.24179999999999996
01.04.2025 00:48:41.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:48:42.000 GMT+1100,30.627,30.637,30.627,30.637,0.24
01.04.2025 00:48:43.000 GMT+1100,30.637,30.637,30.637,30.637,0.12
01.04.2025 00:48:44.000 GMT+1100,30.638,30.638,30.627,30.627,0.24
01.04.2025 00:48:47.000 GMT+1100,30.638,30.638,30.638,30.638,0.12089999999999998
01.04.2025 00:48:48.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:48:49.000 GMT+1100,30.627,30.627,30.627,30.627,0.12
01.04.2025 00:48:52.000 GMT+1100,30.627,30.627,30.617,30.617,0.24
01.04.2025 00:48:53.000 GMT+1100,30.628,30.628,30.618,30.618,0.12089999999999998
01.04.2025 00:48:55.000 GMT+1100,30.617,30.617,30.617,30.617,0.12
01.04.2025 00:48:59.000 GMT+1100,30.617,30.617,30.607,30.607,0.21
01.04.2025 00:49:02.000 GMT+1100,30.607,30.607,30.597,30.597,0.21
01.04.2025 00:49:11.000 GMT+1100,30.597,30.597,30.597,30.597,0.09
01.04.2025 00:49:12.000 GMT+1100,30.597,30.598,30.587,30.598,0.33089999999999997
01.04.2025 00:49:14.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:49:17.000 GMT+1100,30.597,30.597,30.587,30.587,0.21
01.04.2025 00:49:18.000 GMT+1100,30.597,30.597,30.597,30.597,0.12089999999999998
01.04.2025 00:49:20.000 GMT+1100,30.597,30.597,30.597,30.597,0.12
01.04.2025 00:49:22.000 GMT+1100,30.587,30.587,30.587,30.587,0.12
01.04.2025 00:49:25.000 GMT+1100,30.597,30.597,30.577,30.578,0.45
01.04.2025 00:49:26.000 GMT+1100,30.577,30.577,30.577,30.577,0.21089999999999998
01.04.2025 00:49:30.000 GMT+1100,30.578,30.578,30.578,30.578,0.12
01.04.2025 00:49:34.000 GMT+1100,30.567,30.577,30.567,30.577,0.24
01.04.2025 00:49:38.000 GMT+1100,30.577,30.577,30.577,30.577,0.09
01.04.2025 00:49:39.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:49:43.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:49:52.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:49:53.000 GMT+1100,30.567,30.567,30.567,30.567,0.24
01.04.2025 00:49:54.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:50:00.000 GMT+1100,30.578,30.578,30.578,30.578,0.0009
01.04.2025 00:50:01.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:50:02.000 GMT+1100,30.577,30.577,30.567,30.567,0.21
01.04.2025 00:50:05.000 GMT+1100,30.568,30.568,30.568,30.568,0.24
01.04.2025 00:50:06.000 GMT+1100,30.577,30.577,30.577,30.577,0.0009
01.04.2025 00:50:07.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:50:11.000 GMT+1100,30.578,30.578,30.567,30.567,0.24
01.04.2025 00:50:12.000 GMT+1100,30.578,30.578,30.578,30.578,0.12
01.04.2025 00:50:26.000 GMT+1100,30.578,30.578,30.577,30.577,0.21
01.04.2025 00:50:27.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:50:28.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:50:31.000 GMT+1100,30.577,30.578,30.577,30.578,0.12089999999999998
01.04.2025 00:50:32.000 GMT+1100,30.568,30.568,30.568,30.568,0.12
01.04.2025 00:50:33.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:50:36.000 GMT+1100,30.578,30.578,30.567,30.567,0.24
01.04.2025 00:50:37.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:50:42.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:50:43.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:50:44.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:50:53.000 GMT+1100,30.558,30.558,30.557,30.557,0.12089999999999998
01.04.2025 00:50:56.000 GMT+1100,30.547,30.547,30.537,30.537,0.24
01.04.2025 00:50:57.000 GMT+1100,30.547,30.548,30.537,30.537,0.42089999999999994
01.04.2025 00:50:59.000 GMT+1100,30.537,30.538,30.537,30.538,0.35999999999999993
01.04.2025 00:51:00.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:51:11.000 GMT+1100,30.528,30.528,30.518,30.518,0.21
01.04.2025 00:51:12.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:51:14.000 GMT+1100,30.537,30.538,30.537,30.538,0.12089999999999998
01.04.2025 00:51:24.000 GMT+1100,30.548,30.548,30.548,30.548,0.0009
01.04.2025 00:51:25.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:51:29.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:51:33.000 GMT+1100,30.537,30.537,30.527,30.527,0.21
01.04.2025 00:51:41.000 GMT+1100,30.537,30.538,30.537,30.538,0.12089999999999998
01.04.2025 00:51:55.000 GMT+1100,30.547,30.557,30.547,30.547,0.3609
01.04.2025 00:51:56.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:51:58.000 GMT+1100,30.547,30.557,30.547,30.548,0.33
01.04.2025 00:52:00.000 GMT+1100,30.547,30.547,30.547,30.547,0.24
01.04.2025 00:52:02.000 GMT+1100,30.547,30.547,30.547,30.547,0.09
01.04.2025 00:52:03.000 GMT+1100,30.527,30.528,30.527,30.528,0.24
01.04.2025 00:52:05.000 GMT+1100,30.527,30.527,30.507,30.507,0.3
01.04.2025 00:52:06.000 GMT+1100,30.497,30.497,30.497,30.497,0.12
01.04.2025 00:52:14.000 GMT+1100,30.517,30.517,30.517,30.517,0.12089999999999998
01.04.2025 00:52:17.000 GMT+1100,30.508,30.508,30.508,30.508,0.12
01.04.2025 00:52:20.000 GMT+1100,30.527,30.527,30.527,30.527,0.12089999999999998
01.04.2025 00:52:23.000 GMT+1100,30.518,30.518,30.518,30.518,0.12
01.04.2025 00:52:27.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:52:29.000 GMT+1100,30.517,30.517,30.517,30.517,0.12
01.04.2025 00:52:36.000 GMT+1100,30.518,30.527,30.518,30.527,0.24
01.04.2025 00:52:38.000 GMT+1100,30.537,30.537,30.537,30.537,0.12089999999999998
01.04.2025 00:52:43.000 GMT+1100,30.548,30.548,30.548,30.548,0.12
01.04.2025 00:52:46.000 GMT+1100,30.558,30.558,30.547,30.547,0.24
01.04.2025 00:52:47.000 GMT+1100,30.548,30.548,30.547,30.548,0.35999999999999993
01.04.2025 00:52:48.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:52:49.000 GMT+1100,30.558,30.558,30.557,30.558,0.35999999999999993
01.04.2025 00:52:52.000 GMT+1100,30.557,30.557,30.548,30.548,0.24
01.04.2025 00:52:54.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:53:02.000 GMT+1100,30.547,30.547,30.538,30.538,0.24
01.04.2025 00:53:03.000 GMT+1100,30.537,30.537,30.527,30.527,0.21
01.04.2025 00:53:06.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:53:14.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:53:17.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:53:30.000 GMT+1100,30.567,30.567,30.567,30.567,0.0009
01.04.2025 00:53:31.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:53:33.000 GMT+1100,30.558,30.558,30.558,30.558,0.12
01.04.2025 00:53:34.000 GMT+1100,30.568,30.568,30.557,30.557,0.24
01.04.2025 00:53:35.000 GMT+1100,30.568,30.568,30.558,30.558,0.24
01.04.2025 00:53:36.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:53:43.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:53:44.000 GMT+1100,30.578,30.578,30.567,30.567,0.12089999999999998
01.04.2025 00:53:50.000 GMT+1100,30.577,30.577,30.577,30.577,0.12
01.04.2025 00:53:52.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:53:55.000 GMT+1100,30.567,30.567,30.567,30.567,0.12
01.04.2025 00:53:56.000 GMT+1100,30.558,30.558,30.558,30.558,0.12
01.04.2025 00:53:57.000 GMT+1100,30.557,30.557,30.557,30.557,0.12
01.04.2025 00:54:00.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:01.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:09.000 GMT+1100,30.547,30.547,30.547,30.547,0.12089999999999998
01.04.2025 00:54:10.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:14.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:54:15.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:30.000 GMT+1100,30.537,30.537,30.537,30.537,0.24
01.04.2025 00:54:32.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:40.000 GMT+1100,30.547,30.547,30.537,30.537,0.21
01.04.2025 00:54:44.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:54:45.000 GMT+1100,30.537,30.537,30.537,30.537,0.24
01.04.2025 00:54:46.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:54:55.000 GMT+1100,30.557,30.558,30.557,30.558,0.12089999999999998
01.04.2025 00:54:56.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:54:57.000 GMT+1100,30.558,30.558,30.558,30.558,0.12
01.04.2025 00:55:02.000 GMT+1100,30.557,30.557,30.547,30.547,0.21
01.04.2025 00:55:13.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:55:14.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:55:30.000 GMT+1100,30.548,30.548,30.547,30.547,0.12089999999999998
01.04.2025 00:55:48.000 GMT+1100,30.547,30.547,30.527,30.527,0.21
01.04.2025 00:55:50.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:55:56.000 GMT+1100,30.528,30.528,30.518,30.518,0.21
01.04.2025 00:56:00.000 GMT+1100,30.517,30.517,30.497,30.507,0.33
01.04.2025 00:56:05.000 GMT+1100,30.498,30.498,30.498,30.498,0.12
01.04.2025 00:56:07.000 GMT+1100,30.518,30.527,30.517,30.517,0.3609
01.04.2025 00:56:09.000 GMT+1100,30.518,30.518,30.518,30.518,0.12
01.04.2025 00:56:10.000 GMT+1100,30.517,30.517,30.517,30.517,0.12
01.04.2025 00:56:11.000 GMT+1100,30.537,30.537,30.527,30.527,0.24
01.04.2025 00:56:13.000 GMT+1100,30.547,30.547,30.527,30.527,0.2409
01.04.2025 00:56:15.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:23.000 GMT+1100,30.538,30.538,30.538,30.538,0.12
01.04.2025 00:56:24.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:25.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:26.000 GMT+1100,30.538,30.538,30.538,30.538,0.12
01.04.2025 00:56:27.000 GMT+1100,30.538,30.538,30.538,30.538,0.12
01.04.2025 00:56:28.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:30.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:31.000 GMT+1100,30.557,30.557,30.547,30.547,0.2409
01.04.2025 00:56:32.000 GMT+1100,30.558,30.558,30.547,30.547,0.24
01.04.2025 00:56:36.000 GMT+1100,30.557,30.557,30.547,30.547,0.33
01.04.2025 00:56:38.000 GMT+1100,30.547,30.547,30.547,30.547,0.12
01.04.2025 00:56:43.000 GMT+1100,30.568,30.568,30.568,30.568,0.12
01.04.2025 00:56:45.000 GMT+1100,30.567,30.567,30.547,30.547,0.21
01.04.2025 00:56:49.000 GMT+1100,30.547,30.547,30.537,30.537,0.21
01.04.2025 00:56:50.000 GMT+1100,30.537,30.537,30.537,30.537,0.12
01.04.2025 00:56:51.000 GMT+1100,30.537,30.537,30.537,30.537,0.24
01.04.2025 00:56:52.000 GMT+1100,30.537,30.537,30.537,30.537,0.24
01.04.2025 00:56:53.000 GMT+1100,30.537,30.537,30.537,30.537,0.24
01.04.2025 00:56:55.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:01.000 GMT+1100,30.527,30.527,30.527,30.527,0.24
01.04.2025 00:57:06.000 GMT+1100,30.528,30.528,30.527,30.527,0.24
01.04.2025 00:57:07.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:10.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:14.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:15.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:16.000 GMT+1100,30.527,30.527,30.527,30.527,0.12
01.04.2025 00:57:19.000 GMT+1100,30.527,30.527,30.508,30.508,0.21
01.04.2025 00:57:21.000 GMT+1100,30.507,30.508,30.507,30.508,0.24
01.04.2025 00:57:22.000 GMT+1100,30.508,30.508,30.508,30.508,0.24
01.04.2025 00:57:23.000 GMT+1100,30.517,30.517,30.507,30.507,0.24
01.04.2025 00:57:27.000 GMT+1100,30.507,30.507,30.507,30.507,0.12
01.04.2025 00:57:29.000 GMT+1100,30.507,30.507,30.507,30.507,0.12
01.04.2025 00:57:33.000 GMT+1100,30.507,30.507,30.507,30.507,0.12
01.04.2025 00:57:34.000 GMT+1100,30.518,30.518,30.518,30.518,0.12
01.04.2025 00:57:40.000 GMT+1100,30.517,30.517,30.517,30.517,0.24
01.04.2025 00:57:41.000 GMT+1100,30.517,30.517,30.517,30.517,0.24
01.04.2025 00:57:44.000 GMT+1100,30.527,30.527,30.518,30.518,0.24
