date,open,high,low,close,volume
20241004  00:20:00,6.7,6.7,6.62,6.63,-1
20241004  00:20:15,6.63,6.65,6.6,6.65,-1
20241004  00:20:30,6.65,6.68,6.62,6.63,-1
20241004  00:20:45,6.63,6.63,6.55,6.58,-1
20241004  00:21:00,6.58,6.6,6.57,6.6,-1
20241004  00:21:15,6.6,6.6,6.57,6.6,-1
20241004  00:21:30,6.6,6.6,6.52,6.55,-1
20241004  00:21:45,6.55,6.58,6.55,6.58,-1
20241004  00:22:00,6.58,6.58,6.52,6.55,-1
20241004  00:22:15,6.55,6.58,6.52,6.53,-1
20241004  00:22:30,6.53,6.53,6.42,6.43,-1
20241004  00:22:45,6.43,6.45,6.42,6.43,-1
20241004  00:23:00,6.43,6.45,6.4,6.45,-1
20241004  00:23:15,6.45,6.5,6.45,6.5,-1
20241004  00:23:30,6.5,6.55,6.5,6.55,-1
20241004  00:23:45,6.55,6.55,6.55,6.55,-1
20241004  00:24:00,6.55,6.6,6.55,6.6,-1
20241004  00:24:15,6.6,6.6,6.6,6.6,-1
20241004  00:24:30,6.6,6.6,6.5,6.55,-1
20241004  00:24:45,6.55,6.55,6.5,6.5,-1
20241004  00:25:00,6.5,6.55,6.5,6.55,-1
20241004  00:25:15,6.55,6.55,6.5,6.5,-1
20241004  00:25:30,6.5,6.5,6.5,6.5,-1
20241004  00:25:45,6.5,6.5,6.45,6.5,-1
20241004  00:26:00,6.5,6.5,6.45,6.5,-1
20241004  00:26:15,6.5,6.5,6.5,6.5,-1
20241004  00:26:30,6.5,6.5,6.5,6.5,-1
20241004  00:26:45,6.5,6.5,6.45,6.5,-1
20241004  00:27:00,6.5,6.5,6.5,6.5,-1
20241004  00:27:15,6.5,6.53,6.5,6.5,-1
20241004  00:27:30,6.5,6.53,6.5,6.5,-1
20241004  00:27:45,6.5,6.55,6.5,6.5,-1
20241004  00:28:00,6.5,6.5,6.45,6.45,-1
20241004  00:28:15,6.45,6.45,6.45,6.45,-1
20241004  00:28:30,6.45,6.5,6.45,6.5,-1
20241004  00:28:45,6.5,6.5,6.5,6.5,-1
20241004  00:29:00,6.5,6.5,6.45,6.5,-1
20241004  00:29:15,6.5,6.5,6.47,6.48,-1
20241004  00:29:30,6.48,6.5,6.47,6.48,-1
20241004  00:29:45,6.48,6.48,6.45,6.45,-1
20241004  00:30:00,6.45,6.45,6.37,6.4,-1
20241004  00:30:15,6.4,6.4,6.37,6.38,-1
20241004  00:30:30,6.38,6.4,6.35,6.38,-1
20241004  00:30:45,6.38,6.4,6.37,6.4,-1
20241004  00:31:00,6.4,6.43,6.4,6.43,-1
20241004  00:31:15,6.43,6.43,6.37,6.4,-1
20241004  00:31:30,6.4,6.45,6.4,6.45,-1
20241004  00:31:45,6.45,6.45,6.45,6.45,-1
20241004  00:32:00,6.45,6.5,6.45,6.5,-1
20241004  00:32:15,6.5,6.55,6.5,6.53,-1
20241004  00:32:30,6.53,6.55,6.5,6.55,-1
20241004  00:32:45,6.55,6.58,6.55,6.58,-1
20241004  00:33:00,6.58,6.65,6.57,6.65,-1
20241004  00:33:15,6.65,6.65,6.62,6.65,-1
20241004  00:33:30,6.65,6.7,6.65,6.7,-1
20241004  00:33:45,6.7,6.7,6.65,6.65,-1
20241004  00:34:00,6.65,6.73,6.65,6.7,-1
20241004  00:34:15,6.7,6.7,6.67,6.68,-1
20241004  00:34:30,6.68,6.73,6.67,6.7,-1
20241004  00:34:45,6.7,6.73,6.7,6.7,-1
20241004  00:35:00,6.7,6.73,6.67,6.7,-1
20241004  00:35:15,6.7,6.73,6.7,6.7,-1
20241004  00:35:30,6.7,6.73,6.7,6.73,-1
20241004  00:35:45,6.73,6.73,6.7,6.7,-1
20241004  00:36:00,6.7,6.7,6.65,6.65,-1
20241004  00:36:15,6.65,6.65,6.62,6.65,-1
20241004  00:36:30,6.65,6.65,6.6,6.63,-1
20241004  00:36:45,6.63,6.65,6.62,6.65,-1
20241004  00:37:00,6.65,6.65,6.6,6.63,-1
20241004  00:37:15,6.63,6.63,6.6,6.6,-1
20241004  00:37:30,6.6,6.6,6.6,6.6,-1
20241004  00:37:45,6.6,6.63,6.6,6.63,-1
20241004  00:38:00,6.63,6.65,6.6,6.63,-1
20241004  00:38:15,6.63,6.65,6.62,6.65,-1
20241004  00:38:30,6.65,6.65,6.6,6.6,-1
20241004  00:38:45,6.6,6.63,6.6,6.63,-1
20241004  00:39:00,6.63,6.63,6.6,6.6,-1
20241004  00:39:15,6.6,6.63,6.6,6.6,-1
20241004  00:39:30,6.6,6.63,6.6,6.6,-1
20241004  00:39:45,6.6,6.63,6.6,6.63,-1
20241004  00:40:00,6.63,6.68,6.62,6.68,-1
20241004  00:40:15,6.68,6.7,6.67,6.68,-1
20241004  00:40:30,6.68,6.68,6.65,6.65,-1
20241004  00:40:45,6.65,6.65,6.6,6.6,-1
20241004  00:41:00,6.6,6.65,6.6,6.63,-1
20241004  00:41:15,6.63,6.63,6.6,6.63,-1
20241004  00:41:30,6.63,6.63,6.55,6.55,-1
20241004  00:41:45,6.55,6.58,6.55,6.55,-1
